DATE		OPEN	HIGH	LOW	CLOSE	ADJ	VOL
2004-08-19	100.00	104.06	95.96	100.34	50.22
2004-08-20	101.01	109.08	100.50	108.31	54.21
2004-08-23	110.75	113.48	109.05	109.40	54.75
2004-08-24	111.24	111.60	103.57	104.87	52.49
2004-08-25	104.96	108.00	103.88	106.00	53.05
2004-08-26	104.95	107.95	104.66	107.91	54.01
2004-08-27	108.10	108.62	105.69	106.15	53.13
2004-08-30	105.28	105.49	102.01	102.01	51.06
2004-08-31	102.30	103.71	102.16	102.37	51.24
2004-09-01	102.70	102.97	99.67	100.25	50.18
2004-09-02	99.19	102.37	98.94	101.51	50.81
2004-09-03	100.95	101.74	99.32	100.01	50.06
2004-09-07	101.01	102.00	99.61	101.58	50.84
2004-09-08	100.74	103.03	100.50	102.30	51.20
2004-09-09	102.53	102.71	101.00	102.31	51.21
2004-09-10	101.60	106.56	101.30	105.33	52.72
2004-09-13	106.63	108.41	106.46	107.50	53.80
2004-09-14	107.45	112.00	106.79	111.49	55.80
2004-09-15	110.56	114.23	110.20	112.00	56.06
2004-09-16	112.34	115.80	111.65	113.97	57.04
2004-09-17	114.42	117.49	113.55	117.49	58.80
2004-09-20	116.95	121.60	116.77	119.36	59.74
2004-09-21	119.81	120.42	117.51	117.84	58.98
2004-09-22	117.40	119.67	116.81	118.38	59.25
2004-09-23	118.84	122.63	117.02	120.82	60.47
2004-09-24	120.94	124.10	119.76	119.83	59.97
2004-09-27	119.56	120.88	117.80	118.26	59.19
2004-09-28	121.30	127.40	120.21	126.86	63.49
2004-09-29	126.70	135.02	126.23	131.08	65.61
2004-09-30	129.90	132.30	129.00	129.60	64.86
2004-10-01	130.80	134.24	128.90	132.58	66.36
2004-10-04	135.25	136.87	134.03	135.06	67.60
2004-10-05	134.66	138.53	132.24	138.37	69.25
2004-10-06	137.55	138.45	136.00	137.08	68.61
2004-10-07	136.92	139.88	136.55	138.85	69.49
2004-10-08	138.72	139.68	137.02	137.73	68.93
2004-10-11	137.00	138.86	133.85	135.26	67.70
2004-10-12	134.44	137.61	133.40	137.40	68.77
2004-10-13	143.32	143.55	140.08	140.90	70.52
2004-10-14	141.01	142.38	138.56	142.00	71.07
2004-10-15	144.93	145.50	141.95	144.11	72.13
2004-10-18	143.20	149.20	141.21	149.16	74.65
2004-10-19	150.50	152.40	147.35	147.94	74.04
2004-10-20	148.03	148.99	139.60	140.49	70.32
2004-10-21	144.40	150.13	141.62	149.38	74.76
2004-10-22	170.54	180.17	164.08	172.43	86.30
2004-10-25	176.40	194.43	172.55	187.40	93.79
2004-10-26	186.34	192.64	180.00	181.80	90.99
2004-10-27	182.72	189.52	181.77	185.97	93.08
2004-10-28	186.68	194.39	185.60	193.30	96.75
2004-10-29	198.89	199.95	190.60	190.64	95.42
2004-11-01	193.55	197.67	191.27	196.03	98.11
2004-11-02	198.78	199.25	193.34	194.87	97.53
2004-11-03	198.18	201.60	190.75	191.67	95.93
2004-11-04	188.44	190.40	183.35	184.70	92.44
2004-11-05	181.98	182.30	168.55	169.35	84.76
2004-11-08	170.93	175.44	169.40	172.55	86.36
2004-11-09	174.10	175.20	165.27	168.70	84.43
2004-11-10	170.67	172.52	166.33	167.86	84.01
2004-11-11	169.13	183.75	167.57	183.02	91.60
2004-11-12	185.23	189.80	177.40	182.00	91.09
2004-11-15	180.45	188.32	178.75	184.87	92.53
2004-11-16	177.50	179.47	170.83	172.54	86.36
2004-11-17	169.02	177.50	169.00	172.50	86.34
2004-11-18	170.29	174.42	165.73	167.54	83.85
2004-11-19	169.10	169.98	166.52	169.40	84.78
2004-11-22	164.47	169.50	161.31	165.10	82.63
2004-11-23	167.97	170.83	166.50	167.52	83.84
2004-11-24	174.82	177.21	172.51	174.76	87.47
2004-11-26	175.80	180.03	175.32	179.39	89.78
2004-11-29	180.36	182.95	177.51	181.05	90.62
2004-11-30	180.71	183.00	180.25	181.98	91.08
2004-12-01	181.95	182.50	179.55	179.96	90.07
2004-12-02	179.90	181.51	178.55	179.40	89.79
2004-12-03	179.95	181.06	177.60	180.40	90.29
2004-12-06	179.13	180.70	176.02	176.29	88.23
2004-12-07	176.00	176.20	170.55	171.43	85.80
2004-12-08	170.35	173.68	168.73	169.98	85.08
2004-12-09	170.25	173.50	168.47	173.43	86.80
2004-12-10	173.43	174.88	171.29	171.65	85.91
2004-12-13	172.17	173.18	169.45	170.45	85.31
2004-12-14	171.00	178.82	169.60	178.69	89.43
2004-12-15	177.99	180.69	176.66	179.78	89.98
2004-12-16	176.95	180.49	175.95	176.47	88.32
2004-12-17	176.76	180.50	176.55	180.08	90.13
2004-12-20	182.00	188.46	181.87	185.02	92.60
2004-12-21	186.31	187.88	183.40	183.75	91.97
2004-12-22	183.90	186.85	183.01	186.30	93.24
2004-12-23	187.45	188.60	186.00	187.90	94.04
2004-12-27	189.15	193.30	189.10	191.91	96.05
2004-12-28	192.11	193.55	191.01	192.76	96.48
2004-12-29	191.78	193.52	191.78	192.90	96.55
2004-12-30	192.97	198.23	191.85	197.60	98.90
2004-12-31	199.23	199.88	192.56	192.79	96.49
2005-01-03	197.40	203.64	195.46	202.71	101.46
2005-01-04	201.40	202.93	193.48	194.50	97.35
2005-01-05	193.45	196.90	192.23	193.51	96.85
2005-01-06	195.08	195.90	187.72	188.55	94.37
2005-01-07	190.64	194.25	188.78	193.85	97.02
2005-01-10	194.50	198.10	191.83	195.06	97.63
2005-01-11	195.62	197.71	193.18	193.54	96.87
2005-01-12	194.33	195.93	190.50	195.38	97.79
2005-01-13	195.38	197.39	194.05	195.33	97.76
2005-01-14	196.00	200.01	194.13	199.97	100.09
2005-01-18	200.97	205.02	198.66	203.90	102.05
2005-01-19	204.65	205.30	196.71	197.30	98.75
2005-01-20	192.50	196.25	192.00	193.92	97.06
2005-01-21	194.54	195.36	188.12	188.28	94.23
2005-01-24	188.69	189.33	180.32	180.72	90.45
2005-01-25	181.94	182.24	176.29	177.12	88.65
2005-01-26	179.27	189.41	179.15	189.24	94.71
2005-01-27	188.76	188.86	185.20	188.08	94.13
2005-01-28	190.02	194.70	186.34	190.34	95.27
2005-01-31	193.69	196.36	191.72	195.62	97.91
2005-02-01	194.38	196.66	190.63	191.90	96.05
2005-02-02	215.55	216.80	203.66	205.96	103.08
2005-02-03	205.99	213.37	205.81	210.86	105.54
2005-02-04	206.47	207.75	202.60	204.36	102.28
2005-02-07	205.26	206.40	195.51	196.03	98.11
2005-02-08	196.96	200.02	194.53	198.64	99.42
2005-02-09	200.76	201.60	189.46	191.58	95.89
2005-02-10	191.97	192.21	185.25	187.98	94.08
2005-02-11	186.66	192.32	186.07	187.40	93.79
2005-02-14	182.85	193.08	181.00	192.99	96.59
